,date,open,close,high,low,volume
228,2018-04-02,378.58,385.05,394.87,375.0,113242.14191
229,2018-04-03,385.0,415.01,419.08,380.13,137897.55565
230,2018-04-04,415.0,378.16,416.5,370.0,140598.39668
231,2018-04-05,378.15,381.22,387.03,365.61,120314.05875
232,2018-04-06,381.56,368.89,385.91,362.54,74458.69141
233,2018-04-07,368.89,384.51,394.75,368.28,71463.42848
234,2018-04-08,384.51,400.4,404.05,384.0,57395.52936
235,2018-04-09,400.4,399.44,431.99,387.1,151653.50413
236,2018-04-10,399.25,416.07,418.68,391.4,81394.29605
237,2018-04-11,415.53,429.52,433.54,410.38,86706.68627
238,2018-04-12,429.9,495.67,499.0,412.88,249766.38316
239,2018-04-13,494.3,495.11,530.0,480.22,251752.08782
240,2018-04-14,494.69,502.68,515.0,485.58,121283.3338
241,2018-04-15,502.68,533.88,535.0,502.51,108739.15395
242,2018-04-16,533.88,511.46,538.0,497.31,130359.52549
243,2018-04-17,512.09,502.56,521.2,500.02,96541.96382
244,2018-04-18,502.56,526.09,526.99,501.12,73161.95251
245,2018-04-19,526.49,568.14,571.61,521.03,112235.77328
246,2018-04-20,568.14,617.09,622.17,556.5,160209.03951
247,2018-04-21,616.8,604.87,624.5,570.23,159364.95353
248,2018-04-22,604.87,620.92,643.49,589.0,120127.3728
249,2018-04-23,620.67,645.09,649.11,618.02,77475.70793
250,2018-04-24,644.58,701.58,712.99,643.76,171437.66972
251,2018-04-25,701.16,618.0,703.3,593.83,341439.50428
252,2018-04-26,617.73,661.51,666.19,600.0,155754.00815
253,2018-04-27,661.51,643.46,686.82,635.73,134803.48389
254,2018-04-28,643.41,682.86,694.9,638.76,113128.36337
255,2018-04-29,683.5,690.85,700.49,665.28,110020.23869
256,2018-04-30,690.85,670.78,695.3,662.2,112494.9172
257,2018-05-01,670.78,672.0,675.6,627.58,133123.66675
258,2018-05-02,671.99,688.56,691.99,663.0,86185.5033
259,2018-05-03,688.55,779.0,792.08,685.39,229419.209
260,2018-05-04,779.0,785.99,810.0,756.91,179924.40215
261,2018-05-05,785.8,819.5,832.66,781.56,128631.18764
262,2018-05-06,819.5,794.3,839.99,752.49,166871.16002
263,2018-05-07,794.3,752.49,799.14,701.0,284237.06328
264,2018-05-08,753.0,748.99,777.0,720.02,135106.19621
265,2018-05-09,748.99,751.75,760.74,710.26,112353.37758
266,2018-05-10,752.4,722.52,769.88,720.0,102019.29933
267,2018-05-11,722.52,676.96,737.23,663.0,216953.54991
268,2018-05-12,676.96,684.11,690.2,633.2,166801.07487
269,2018-05-13,684.56,729.08,742.0,666.31,136022.39207
270,2018-05-14,729.08,727.49,743.9,686.0,183466.9224
271,2018-05-15,727.49,704.91,740.0,695.0,127191.21863
272,2018-05-16,704.91,706.29,712.84,673.52,118902.46895
273,2018-05-17,706.8,667.62,719.25,662.0,106723.38375
274,2018-05-18,667.62,692.6,694.9,656.0,106541.66307
275,2018-05-19,693.26,697.0,717.8,682.31,88828.85641
276,2018-05-20,697.0,716.16,729.88,688.4,86004.7409
277,2018-05-21,716.16,696.7,720.46,688.0,96085.15451
278,2018-05-22,697.1,640.99,699.6,637.32,107059.5769
279,2018-05-23,640.86,577.19,669.0,560.0,257099.77096
280,2018-05-24,577.19,602.18,612.1,550.0,195854.62497
281,2018-05-25,602.08,585.55,617.46,568.7,118076.26273
282,2018-05-26,585.56,586.0,607.62,578.32,77654.12532
283,2018-05-27,586.03,570.4,592.0,557.43,97097.26713
284,2018-05-28,570.81,511.5,576.2,506.11,153197.83278
285,2018-05-29,511.5,567.36,573.43,510.0,189082.83788
286,2018-05-30,567.09,557.19,585.83,541.2,122132.2701
287,2018-05-31,557.87,577.81,586.73,552.98,100101.52276
288,2018-06-01,577.81,579.0,590.26,564.93,83840.84162
289,2018-06-02,579.0,590.85,599.17,572.9,80258.14719
290,2018-06-03,590.85,619.66,628.81,590.1,84123.33235
291,2018-06-04,619.66,591.02,625.47,580.15,96339.44507
292,2018-06-05,591.02,609.05,614.0,570.36,89053.74351
293,2018-06-06,609.29,607.4,613.35,593.4,70152.92117
294,2018-06-07,606.68,605.16,618.0,598.24,60174.1888
295,2018-06-08,605.2,598.68,608.45,593.33,49228.00755
296,2018-06-09,599.29,592.87,608.97,591.0,38908.0653
297,2018-06-10,592.44,524.11,592.87,501.13,190350.58429
298,2018-06-11,524.64,531.69,535.51,508.66,145813.07819
299,2018-06-12,531.08,493.0,538.88,482.0,158223.14812
300,2018-06-13,493.0,475.47,501.97,449.06,181842.19417
301,2018-06-14,475.47,519.29,529.0,460.0,206093.0733
302,2018-06-15,519.3,487.48,521.0,481.62,160532.53607
303,2018-06-16,487.47,496.74,503.28,483.72,131095.45173
304,2018-06-17,496.45,497.14,507.6,492.7,117316.93221
305,2018-06-18,497.15,517.95,524.48,487.27,143826.68272
306,2018-06-19,517.77,537.97,548.2,510.01,148148.38064
307,2018-06-20,537.68,536.49,542.02,515.08,123892.0424
308,2018-06-21,536.34,526.18,544.98,521.11,79862.90544
309,2018-06-22,526.32,462.09,526.44,450.0,212659.53437
310,2018-06-23,462.4,473.41,481.0,455.0,94465.26834
311,2018-06-24,473.4,454.41,475.81,419.53,198264.10079
312,2018-06-25,454.29,458.7,474.47,444.37,122942.1165
313,2018-06-26,459.04,429.34,460.81,429.0,84003.09976
314,2018-06-27,429.81,441.64,445.95,420.19,99156.36437
315,2018-06-28,441.36,420.22,443.96,416.45,112309.56714
316,2018-06-29,420.48,434.77,442.0,404.48,159495.30942
317,2018-06-30,434.77,454.09,463.15,434.51,157169.20242
318,2018-07-01,454.2,452.1,457.77,443.73,111226.62846
319,2018-07-02,452.14,476.25,481.83,444.16,182585.11018
320,2018-07-03,476.32,461.82,486.98,457.0,186954.55478
321,2018-07-04,461.78,467.38,482.7,458.02,101886.20199
322,2018-07-05,467.19,467.87,480.0,458.8,125806.0083
323,2018-07-06,467.79,470.47,476.0,451.29,100428.64802
324,2018-07-07,470.48,485.57,487.99,461.5,83629.95382
325,2018-07-08,485.57,486.77,495.98,482.05,144703.13626
326,2018-07-09,486.55,471.71,488.98,468.2,89532.14109
327,2018-07-10,471.73,432.48,473.23,427.69,173640.9762
328,2018-07-11,432.55,444.99,452.69,424.2,159022.59726
329,2018-07-12,444.99,431.14,445.36,416.94,181877.07924
330,2018-07-13,431.14,432.46,442.47,424.62,150320.32532
331,2018-07-14,432.43,433.19,440.0,428.26,122253.69397
332,2018-07-15,433.2,449.78,455.0,430.52,140415.27048
333,2018-07-16,449.79,478.49,480.57,444.03,172440.71343
334,2018-07-17,478.49,498.76,512.0,465.29,215318.06761
335,2018-07-18,498.89,479.41,515.47,468.01,236137.8071
336,2018-07-19,479.4,468.57,484.15,462.57,171308.06705
337,2018-07-20,468.7,449.04,471.02,440.0,160873.38244
